group_1,group_2,taxon,Spez_001_AG,Spez_002_AG,Spez_003_AG,Spez_004_AG,Spez_005_AG,Spez_006_AG,Spez_007_AG,Spez_008_AI,Spez_009_AI,Spez_010_AR,Spez_011_AR,Spez_012_BE,Spez_013_BE,Spez_014_BE,Spez_015_BE,Spez_016_BE,Spez_017_BE,Spez_018_BE,Spez_019_BE,Spez_020_BE,Spez_021_BE,Spez_022_BE,Spez_023_BE,Spez_024_BL,Spez_025_BL,Spez_026_BS,Spez_027_FR,Spez_028_FR,Spez_029_FR,Spez_030_VD,Spez_031_FR,Spez_032_FR ,Spez_033_FR,Spez_034_GE,Spez_035_GE,Spez_036_GL,Spez_037_GL,Spez_038_GR,Spez_039_GR,Spez_040_GR,Spez_041_GR,Spez_042_GR,Spez_043_JU,Spez_044_JU,Spez_045_JU,Spez_046_LU,Spez_047_LU,Spez_048_LU,Spez_049_LU,Spez_050_LU,Spez_051_LU,Spez_052_NE,Spez_053_NE,Spez_054_NW,Spez_055_OW,Spez_056_OW,Spez_057_SG,Spez_058_SG,Spez_059_SG,Spez_060_SG,Spez_061_SG,Spez_062_SH,Spez_063_SH,Spez_064_SH,Spez_065_SO,Spez_066_SO,Spez_067_SO,Spez_068_SZ,Spez_069_SZ,Spez_070_TG,Spez_071_TG,Spez_072_TG,Spez_073_TG,Spez_074_TI,Spez_075_TI,Spez_076_TI,Spez_077_TI,Spez_078_UR,Spez_079_UR,Spez_080_VD,Spez_081_VD,Spez_082_VD,Spez_083_VD,Spez_084_VD,Spez_085_VD,Spez_086_VD,Spez_087_VD,Spez_088_VS,Spez_089_VS,Spez_090_VS,Spez_091_VS,Spez_092_VS,Spez_093_ZG,Spez_094_ZG,Spez_095_ZH,Spez_096_ZH,Spez_097_ZH,Spez_098_ZH,Spez_099_ZH,Spez_100_ZH
ARTHROPODA,Coleoptera,Noteridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Coleoptera,Psephenidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Coleoptera,Scirtidae (=Helodidae),0,1,55,0,0,1,0,1,0,1,0,0,21,6,2,1,24,0,5,35,4,0,8,0,0,6,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,3,1,9,0,0,8,0,66,1,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,17,0,0,0,0,1,0,0,0,1,0,0,3,0,15,2,0,0,1
ARTHROPODA,Coleoptera,Spercheidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Apataniidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Beraeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Brachycentridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Ecnomidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Glossosomatidae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Goeridae,18,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,28,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,17,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Helicopsychidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Hydropsychidae,27,28,8,30,0,1,25,3,23,225,2,9,9,28,1,66,0,0,7,0,45,0,0,0,1,0,1,29,10,4,2,4,41,0,1,0,0,0,0,0,0,0,0,19,14,0,50,23,8,4,8,0,0,2,1,14,90,7,1,3,0,75,0,0,0,2,82,2,8,0,0,0,0,3,0,80,2,0,0,5,0,0,0,0,0,0,27,0,0,0,12,0,11,39,0,64,35,0,4,1
ARTHROPODA,Trichoptera,Hydroptilidae,4,1,0,0,1,14,169,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,5,1,0,2,0,2,0,2,0,14,9,24,5,0,0,290,0,175,0,1,0,140,4,0,0,0,0,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,70,95,0,1,0
ARTHROPODA,Trichoptera,Lepidostomatidae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Leptoceridae,0,19,0,1,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0
ARTHROPODA,Trichoptera,Limnephilidae,1,0,12,1,0,1,0,13,17,0,17,1,0,8,9,0,54,0,2,4,4,2,17,0,1,0,2,5,2,9,34,0,1,0,0,4,0,5,0,2,19,1,1,8,2,3,2,0,3,1,2,2,2,13,0,3,3,3,15,0,5,5,3,5,4,0,1,0,0,1,0,27,1,4,0,0,3,5,0,4,0,2,19,5,2,0,3,18,5,0,4,0,0,0,0,12,1,0,6,5
ARTHROPODA,Trichoptera,Molannidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Odontoceridae,3,0,4,0,0,0,0,4,1,1,3,0,2,18,0,2,0,0,7,4,7,0,2,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,4,1,0,0,0,29,0,0,0,2,0,0,0,15,2,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,4,0,0,7,2
ARTHROPODA,Trichoptera,Philopotamidae,0,0,5,0,0,0,0,0,0,167,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,3,0,0,0,0
ARTHROPODA,Trichoptera,Phryganeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Polycentropodidae,0,0,0,0,1,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,7,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,13,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,15,1
ARTHROPODA,Trichoptera,Psychomyiidae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,2,0,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,2,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ARTHROPODA,Trichoptera,Ptilocolepidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Rhyacophilidae,15,0,33,2,2,8,10,2,5,49,7,6,6,30,2,10,0,0,9,3,4,10,13,0,1,1,3,35,14,14,1,27,32,0,1,0,0,4,0,0,92,3,2,21,36,0,26,0,9,11,10,0,0,0,5,6,1,3,2,34,0,0,1,0,1,4,7,2,1,0,0,0,3,0,0,0,2,2,17,9,0,0,16,0,3,0,13,0,2,0,15,0,1,8,0,103,9,0,30,0
ARTHROPODA,Trichoptera,Sericostomatidae,0,0,5,0,0,0,1,0,0,1,0,0,12,0,1,0,0,0,0,3,3,0,0,0,0,3,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,1,0
ARTHROPODA,Lepidoptera,Lepidoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Anthomyiidae/Muscidae,0,1,0,0,0,0,9,1,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,1,0,0
ARTHROPODA,Diptera,Athericidae,0,0,4,0,0,0,0,0,3,0,4,4,9,30,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,1,0,0,15,1,0,0,3,0,3,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0,0,0,0,0,0,59,5,0,0,0,0,0,0,18,0,2,0,24,0,15,8,0,12,8,0,6,0
ARTHROPODA,Diptera,Blephariceridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Ceratopogonidae,3,1,0,0,1,0,3,0,0,4,0,1,3,1,0,1,12,0,29,1,1,0,0,4,1,0,0,2,1,2,0,9,1,2,1,0,0,0,0,0,0,0,1,2,1,5,1,1,1,0,10,9,7,1,37,0,5,47,18,0,1,0,0,25,0,0,0,10,3,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,1,1,26,0,0,0,8,0,2,4,0,7,5,0,75,2
ARTHROPODA,Diptera,Chaoboridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Chironomidae,600,120,118,155,60,120,1418,71,52,200,37,37,117,295,53,657,395,400,757,79,151,120,83,154,152,130,18,658,1490,23,910,388,56,190,41,6,0,198,3,296,339,3,649,225,575,314,688,7,672,212,134,776,360,152,192,487,67,2670,47,349,290,142,255,1243,325,48,446,750,141,101,0,116,57,75,421,69,159,109,52,33,615,200,359,79,335,49,340,284,6,325,250,278,428,480,0,1250,750,6,350,179
ARTHROPODA,Diptera,Culicidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
ARTHROPODA,Diptera,Cylindrotomidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Dixidae,0,16,17,2,1,0,10,2,4,8,7,2,23,0,0,0,3,0,4,5,0,0,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,1,0,0,0,0,0,1,0,6,0,0,0,0,7,0,16,5,0,1,0,0,1,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,9,12,0,23,0
ARTHROPODA,Diptera,Dolichopodidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Empididae,0,1,13,7,4,0,5,0,0,6,0,1,2,1,0,2,0,0,3,1,3,0,2,0,4,0,2,29,3,1,0,5,1,0,2,0,0,0,0,0,3,0,0,8,9,0,14,0,3,2,0,0,13,0,0,9,1,4,6,0,0,0,0,3,3,0,4,20,0,7,0,0,0,0,0,0,6,3,1,3,0,0,4,1,3,27,1,6,1,4,0,0,4,2,0,12,11,0,13,0
ARTHROPODA,Diptera,Ephydridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Limoniidae/Pedicidae,9,5,30,5,5,30,19,39,12,52,17,1,36,11,20,20,5,0,22,36,2,42,3,0,7,18,10,6,14,27,7,2,34,0,1,3,0,1,0,6,8,6,0,16,4,10,78,1,43,53,12,10,5,4,9,20,16,6,28,7,3,9,1,1,2,2,2,3,7,0,0,4,10,2,0,0,3,0,23,11,0,65,16,100,0,19,4,10,0,0,2,57,4,6,0,140,32,0,29,2
ARTHROPODA,Diptera,Psychodidae,2,5,12,2,6,0,6,0,3,0,0,0,25,14,0,1,24,0,0,0,1,0,2,2,3,2,4,3,0,2,0,2,0,0,2,0,0,1,0,0,47,0,0,1,0,0,0,0,2,7,0,2,1,4,3,11,1,2,26,36,0,1,17,0,0,1,2,5,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,0,2,1,5,1,4,0,0,10,0,9,0
ARTHROPODA,Diptera,Ptychopteridae,0,0,2,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
ARTHROPODA,Diptera,Rhagionidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Scatophagidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Sciomyzidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Simuliidae,265,35,85,8,74,177,28,13,1,13,126,37,42,146,0,15,16,0,949,44,3,135,36,17,2,40,0,22,76,0,37,105,24,0,51,42,0,0,10,23,62,11,2,376,401,2,17,180,658,32,91,338,14,2,55,65,57,45,17,180,0,1390,10,0,270,8,67,275,4,11,0,0,0,3,0,12,21,5,83,70,1,33,37,245,18,3,13,210,1,201,90,8,0,616,0,200,140,0,5,0
ARTHROPODA,Diptera,Stratiomyidae,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0,0,10,0,0,2,0,0,0,0,0,2,0,0,3,0,0,1,4,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
ARTHROPODA,Diptera,Syrphidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Tabanidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,14,10,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ARTHROPODA,Diptera,Thaumaleidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Tipulidae,0,0,0,1,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,1,0,2,0,2,0,0,2,0,6,8,1,0,0,0,0,1,1,0,0,1,27,0,6,0,2,0,2,2,0,0,6,0,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0
